origin,destination,count
DEN,IND,293
DEN,JAC,128
DEN,JAX,43
DEN,JFK,87
DEN,KOA,8
DEN,LAS,1298
DEN,LAX,1327
DEN,LGA,511
DEN,LIH,8
DEN,LIT,1
DEN,LNK,184
DEN,MCI,790
DEN,MCO,572
DEN,MDW,641
DEN,MEM,281
DEN,MFR,60
DEN,MIA,151
DEN,MKE,262
DEN,MLI,75
DEN,MRY,58
DEN,MSN,167
DEN,MSO,187
DEN,MSP,778
DEN,MSY,174
DEN,MTJ,311
DEN,OAK,583
DEN,OGG,15
DEN,OKC,354
DEN,OMA,371
DEN,ONT,252
DEN,ORD,789
DEN,PBI,49
DEN,PDX,569
DEN,PHL,405
DEN,PHX,1350
DEN,PIA,60
DEN,PIH,1
DEN,PIT,141
DEN,PSC,172
DEN,PSP,213
DEN,RAP,352
DEN,RDU,60
DEN,RFD,112
DEN,RNO,196
DEN,RSW,84
DEN,SAN,703
DEN,SAT,427
DEN,SBA,120
DEN,SDF,107
DEN,SEA,891
DEN,SFO,838
DEN,SGF,172
DEN,SJC,480
DEN,SLC,1455
DEN,SMF,472
DEN,SNA,546
DEN,STL,242
DEN,TPA,314
DEN,TUL,242
DEN,TUS,368
DEN,TYS,77
DEN,XNA,115
DFW,ABI,464
DFW,ABQ,244
DFW,ACT,403
DFW,AEX,180
DFW,AMA,420
DFW,ATL,1131
DFW,AUS,453
DFW,BDL,89
DFW,BHM,93
DFW,BNA,240
DFW,BOS,237
DFW,BTR,405
DFW,BUR,105
DFW,BWI,174
DFW,CAE,180
DFW,CHA,60
DFW,CHS,180
DFW,CID,261
DFW,CLE,229
DFW,CLL,231
DFW,CLT,443
DFW,CMH,205
DFW,CMI,60
DFW,COS,155
DFW,CRP,360
DFW,CVG,457
DFW,DAY,90
DFW,DCA,325
DFW,DEN,1033
DFW,DSM,347
DFW,DTW,275
DFW,EGE,74
DFW,ELP,241
DFW,EVV,60
DFW,EWR,283
DFW,FAT,62
DFW,FLL,207
DFW,FNT,60
DFW,FSM,301
DFW,FWA,112
DFW,GGG,179
DFW,GPT,180
DFW,GRK,467
DFW,GRR,119
DFW,GSO,180
DFW,GSP,181
DFW,GUC,31
DFW,HDN,34
DFW,HNL,62
DFW,HOU,356
DFW,HSV,239
DFW,IAD,151
DFW,IAH,587
DFW,ICT,248
DFW,IND,182
DFW,JAC,18
DFW,JAN,406
DFW,JAX,120
DFW,JFK,85
DFW,LAS,610
DFW,LAW,344
DFW,LAX,612
DFW,LBB,527
DFW,LEX,120
DFW,LFT,234
DFW,LGA,440
DFW,LIT,593
DFW,LRD,229
DFW,MAF,350
DFW,MCI,244
DFW,MCO,370
DFW,MDT,60
DFW,MEM,262
DFW,MFE,123
DFW,MIA,279
DFW,MKE,116
DFW,MLI,60
DFW,MLU,171
DFW,MOB,181
DFW,MSN,120
DFW,MSP,298
DFW,MSY,213
DFW,MTJ,52
DFW,OAK,93
DFW,OGG,31
DFW,OKC,273
DFW,OMA,147
DFW,ONT,151
DFW,ORD,853
DFW,ORF,122
DFW,PBI,85
DFW,PDX,120
DFW,PHL,373
DFW,PHX,608
DFW,PIA,60
DFW,PIT,354
DFW,PNS,295
DFW,PSP,93
DFW,RDU,182
DFW,RIC,89
DFW,RNO,92
DFW,ROW,120
DFW,RSW,93
DFW,SAN,306
DFW,SAT,425
DFW,SAV,120
DFW,SBA,60
DFW,SDF,182
DFW,SEA,337
DFW,SFO,312
DFW,SGF,534
DFW,SHV,583
DFW,SJC,178
DFW,SJT,241
DFW,SJU,93
DFW,SLC,346
DFW,SMF,130
DFW,SNA,337
DFW,SPS,403
DFW,STL,330
DFW,SYR,1
DFW,TPA,244
DFW,TUL,454
DFW,TUS,244
DFW,TXK,240
DFW,TYR,299
DFW,TYS,236
DFW,VPS,273
DFW,XNA,387
DHN,ATL,228
DLH,DTW,62
DLH,MSP,247
DRO,ABQ,1
DRO,DEN,382
DRO,PHX,125
DRO,SLC,112
DSM,ATL,173
DSM,CVG,172
DSM,DCA,14
DSM,DEN,281
DSM,DFW,347
DSM,DTW,159
DSM,IAH,120
DSM,LAX,17
DSM,LGA,120
DSM,MEM,180
DSM,MSP,162
DSM,ORD,741
DSM,PHX,120
DSM,RFD,1
DSM,SLC,3
DTW,ABE,164
DTW,ALB,174
DTW,ATL,852
DTW,ATW,78
DTW,AVL,113
DTW,AVP,114
DTW,AZO,174
DTW,BDL,274
DTW,BGM,120
DTW,BGR,120
DTW,BHM,180
DTW,BNA,425
DTW,BOS,401
DTW,BTV,110
DTW,BUF,235
DTW,BWI,562
DTW,BZN,2
DTW,CAE,120
DTW,CAK,167
DTW,CHS,120
DTW,CID,156
DTW,CLE,283
DTW,CLT,477
DTW,CMH,289
DTW,CVG,632
DTW,CWA,27
DTW,DAY,143
DTW,DCA,485
DTW,DEN,481
DTW,DFW,276
DTW,DLH,91
DTW,DSM,155
DTW,ELM,113
DTW,ERI,138
DTW,EVV,221
DTW,EWR,656
DTW,FLL,268
DTW,FNT,264
DTW,FWA,213
DTW,GRB,268
DTW,GRR,337
DTW,GSO,183
DTW,GSP,180
DTW,HPN,118
DTW,HSV,115
DTW,IAD,419
DTW,IAH,377
DTW,IND,466
DTW,JAN,114
DTW,JAX,142
DTW,JFK,273
DTW,LAN,259
DTW,LAS,341
DTW,LAX,260
DTW,LEX,149
DTW,LGA,779
DTW,LIT,36
DTW,LNK,60
DTW,MBS,173
DTW,MCI,216
DTW,MCO,585
DTW,MDT,44
DTW,MDW,674
DTW,MEM,439
DTW,MHT,159
DTW,MIA,242
DTW,MKE,293
DTW,MLI,159
DTW,MSN,288
DTW,MSP,847
DTW,MSY,17
DTW,MYR,60
DTW,OKC,104
DTW,OMA,120
DTW,ORD,1101
DTW,ORF,201
DTW,PBI,84
DTW,PDX,6
DTW,PHL,450
DTW,PHX,469
DTW,PIA,110
DTW,PIT,258
DTW,PLN,38
DTW,PVD,185
DTW,PWM,18
DTW,RDU,193
DTW,RIC,145
DTW,ROA,81
DTW,ROC,185
DTW,RST,47
DTW,RSW,248
DTW,SAN,66
DTW,SAT,115
DTW,SAV,65
DTW,SBN,179
DTW,SCE,60
DTW,SDF,228
DTW,SEA,180
DTW,SFO,180
DTW,SGF,31
DTW,SHV,47
DTW,SJU,68
DTW,SLC,49
DTW,SRQ,88
DTW,STL,407
DTW,STT,7
DTW,SWF,115
DTW,SYR,195
DTW,TPA,312
DTW,TUL,120
DTW,TVC,182
DTW,TYS,163
DTW,XNA,60
EGE,ATL,45
EGE,CLT,8
EGE,CVG,12
EGE,DEN,399
EGE,DFW,74
EGE,EWR,62
EGE,IAH,31
EGE,LAX,31
EGE,LGA,4
EGE,MIA,8
EGE,MSP,60
EGE,ORD,35
EKO,SLC,287
EKO,TWF,3
ELM,DTW,113
ELP,ABQ,156
ELP,ATL,64
ELP,AUS,223
ELP,DAL,335
ELP,DEN,175
ELP,DFW,241
ELP,HOU,174
ELP,IAH,150
ELP,LAS,147
ELP,LAX,172
ELP,LBB,58
ELP,ONT,57
ELP,ORD,62
ELP,PHX,689
ELP,SAN,60
ELP,SAT,232
ELP,SLC,60
ELP,TUS,57
ERI,DTW,163
EUG,DEN,120
EUG,FAT,1
EUG,LAS,29
EUG,LAX,57
EUG,MFR,1
EUG,PDX,277
EUG,PHX,60
EUG,SFO,406
EUG,SLC,111
EVV,ATL,234
EVV,DFW,60
EVV,DTW,220
EVV,MEM,78
EVV,ORD,332
EWN,ATL,135
EWR,ABQ,16
EWR,ALB,169
EWR,ATL,906
EWR,AUS,77
EWR,AVL,66
EWR,BDL,231
EWR,BGR,64
EWR,BHM,99
EWR,BNA,279
EWR,BOS,335
EWR,BQN,31
EWR,BTV,234
EWR,BUF,275
EWR,BWI,160
EWR,CAE,113
EWR,CHS,145
EWR,CLE,179
EWR,CLT,863
EWR,CMH,279
EWR,CVG,490
EWR,DAB,38
EWR,DAY,156
EWR,DCA,314
EWR,DEN,272
EWR,DFW,283
EWR,DTW,656
EWR,EGE,62
EWR,FLL,399
EWR,GRB,1
EWR,GRR,99
EWR,GSO,221
EWR,GSP,147
EWR,HDN,4
EWR,HNL,31
EWR,IAD,342
EWR,IAH,322
EWR,IND,255
EWR,JAN,60
EWR,JAX,196
EWR,LAS,179
EWR,LAX,296
EWR,LEX,53
EWR,LIT,53
EWR,MCI,227
EWR,MCO,444
EWR,MDW,69
EWR,MEM,271
EWR,MHT,226
EWR,MIA,244
EWR,MKE,444
EWR,MSN,53
EWR,MSP,545
EWR,MSY,131
EWR,MTJ,4
EWR,MYR,39
EWR,OKC,55
EWR,OMA,120
EWR,ORD,915
EWR,ORF,201
EWR,PBI,307
EWR,PDX,37
EWR,PHX,310
EWR,PIT,288
EWR,PSE,16
EWR,PVD,237
EWR,PWM,227
EWR,RDU,528
EWR,RIC,276
EWR,ROC,219
EWR,RSW,183
EWR,SAN,92
EWR,SAT,76
EWR,SAV,124
EWR,SDF,156
EWR,SEA,154
EWR,SFO,274
EWR,SJC,16
EWR,SJU,157
EWR,SLC,102
EWR,SNA,61
EWR,SRQ,56
EWR,STL,263
EWR,STT,31
EWR,SYR,224
EWR,TPA,285
EWR,TUL,55
EWR,TUS,31
EWR,TYS,63
EWR,XNA,85
EYW,ATL,181
FAI,ANC,279
FAI,BRW,31
FAI,SCC,31
FAI,SEA,62
FAR,DEN,175
FAR,LAN,1
FAR,MCI,1
FAR,MSP,330
FAR,ORD,225
FAR,SLC,52
FAR,STL,1
FAT,DEN,200
FAT,DFW,62
FAT,LAS,328
FAT,LAX,702
FAT,LGB,101
FAT,OGD,1
FAT,ONT,57
FAT,PHX,284
FAT,SAN,113
FAT,SFO,404
FAT,SLC,139
FAT,TWF,1
FAY,ATL,335
FCA,DEN,120
FCA,IDA,2
FCA,MSP,22
FCA,SLC,287
FLG,PHX,289
FLL,ATL,1113
FLL,BDL,85
FLL,BNA,120
FLL,BOS,323
FLL,BUF,57
FLL,BWI,465
FLL,CAK,2
FLL,CLE,50
FLL,CLT,501
FLL,CVG,137
FLL,DCA,234
FLL,DEN,166
FLL,DFW,207
FLL,DTW,267
FLL,EWR,399
FLL,GPT,60
FLL,HOU,112
FLL,HPN,110
FLL,IAD,137
FLL,IAH,155
FLL,IND,140
FLL,ISP,180
FLL,JAX,344
FLL,JFK,481
FLL,LAS,124
FLL,LAX,79
FLL,LGA,357
FLL,LGB,31
FLL,MCO,343
FLL,MDW,300
FLL,MEM,102
FLL,MSP,97
FLL,MSY,63
FLL,OAK,13
FLL,ORD,249
FLL,PHF,47
FLL,PHL,642
FLL,PHX,120
FLL,PIT,142
FLL,PSE,31
FLL,PVD,60
FLL,RDU,48
FLL,RIC,31
FLL,ROC,48
FLL,SJU,93
FLL,SLC,46
FLL,STL,91
FLL,SWF,55
FLL,SYR,31
FLL,TPA,505
FLO,ATL,109
FNT,ATL,533
FNT,DFW,60
FNT,DTW,291
FNT,LAS,34
FNT,LGA,104
FNT,MCO,120
FNT,MSP,57
FNT,ORD,236
FNT,RSW,48
FNT,TPA,48
FSD,ATL,52
FSD,CVG,61
FSD,DEN,235
FSD,GRB,1
FSD,MSN,1
FSD,MSP,299
FSD,ORD,285
FSD,SLC,7
FSM,ATL,106
FSM,DFW,302
FSM,MEM,31
FWA,ATL,165
FWA,DFW,112
FWA,DTW,184
FWA,ORD,523
GEG,BOI,166
GEG,DEN,135
GEG,LAS,120
GEG,LAX,70
GEG,LGB,1
GEG,MSP,126
GEG,OAK,120
GEG,ONT,105
GEG,ORD,60
GEG,PDX,219
GEG,PHX,120
GEG,RDM,1
GEG,RNO,55
GEG,SAN,114
GEG,SEA,591
GEG,SLC,320
GEG,SMF,107
GEG,TUS,57
GFK,MSP,232
GGG,DFW,180
GJT,DEN,379
GJT,LAX,1
GJT,ORD,3
GJT,PHX,172
GJT,SLC,174
GNV,ATL,335
GPT,ATL,520
GPT,DFW,180
GPT,FLL,60
GPT,IAH,311
GPT,MEM,165
GPT,ORD,56
GPT,TPA,60
GRB,ATL,40
GRB,CVG,109
GRB,DEN,1
GRB,DTW,269
GRB,MKE,1
GRB,MQT,60
GRB,MSP,218
GRB,ORD,593
GRB,SDF,1
GRK,ATL,118
GRK,DFW,469
GRK,IAH,111
GRR,ATL,221
GRR,CLE,196
GRR,CVG,253
GRR,DCA,52
GRR,DEN,39
GRR,DFW,120
GRR,DTW,409
GRR,EWR,98
GRR,IAH,115
GRR,LGA,60
GRR,MCO,60
GRR,MEM,31
GRR,MSP,238
GRR,ORD,562
GSO,ATL,391
GSO,BOS,49
GSO,CLT,153
GSO,CVG,173
GSO,DFW,180
GSO,DTW,182
GSO,EWR,221
GSO,IAD,37
GSO,IAH,160
GSO,JAX,1
GSO,LGA,125
GSO,MCO,10
GSO,MEM,130
GSO,MIA,60
GSO,MSP,60
GSO,ORD,143
GSP,ATL,341
GSP,CLE,67
GSP,CVG,2
GSP,DFW,181
GSP,DTW,195
GSP,EWR,147
GSP,IAD,206
GSP,IAH,132
GSP,LGA,102
GSP,MCO,46
GSP,MEM,180
GSP,ORD,322
GTF,DEN,120
GTF,MSP,104
GTF,SLC,179
GTR,ATL,164
GUC,DEN,120
GUC,DFW,31
HDN,ATL,47
HDN,DEN,315
HDN,DFW,35
HDN,EWR,4
HDN,IAH,31
HDN,JFK,6
HDN,LGA,6
HDN,MSP,60
HDN,ORD,93
HDN,SLC,120
HHH,ATL,152
HLN,MSP,60
HLN,SLC,209
HNL,ANC,31
HNL,ATL,93
HNL,DEN,60
HNL,DFW,62
HNL,EWR,31
HNL,IAH,62
HNL,ITO,1215
HNL,KOA,1482
HNL,LAS,120
HNL,LAX,656
HNL,LIH,1774
HNL,MSP,60
HNL,OAK,31
HNL,OGG,2055
HNL,ORD,91
HNL,PDX,120
HNL,PHX,140
HNL,SAN,68
HNL,SEA,279
HNL,SFO,354
HNL,SJC,60
HNL,SLC,47
HNL,SMF,60
HNL,SNA,37
HOU,ABQ,171
HOU,ATL,587
HOU,AUS,393
HOU,BHM,112
HOU,BNA,285
HOU,BWI,226
HOU,CRP,325
HOU,DAL,1617
HOU,DEN,173
HOU,DFW,356
HOU,ELP,171
HOU,FLL,114
HOU,HRL,491
HOU,JAN,220
HOU,JAX,60
HOU,JFK,90
HOU,LAS,239
HOU,LAX,227
HOU,LIT,60
HOU,MAF,113
HOU,MCO,285
HOU,MDW,351
HOU,MSY,606
HOU,OAK,113
HOU,OKC,217
HOU,PHL,111
HOU,PHX,292
HOU,SAN,60
HOU,SAT,434
HOU,STL,230
HOU,TPA,220
HOU,TUL,214
HPN,ATL,338
HPN,CVG,5
HPN,DTW,118
HPN,FLL,110
HPN,MCO,168
HPN,ORD,595
HPN,PBI,148
HPN,PIT,1
HPN,RSW,84
HRL,AUS,60
HRL,HOU,490
HRL,IAH,99
HRL,SAT,114
HSV,ATL,336
HSV,CVG,133
HSV,DCA,101
HSV,DEN,77
HSV,DFW,239
HSV,DTW,115
HSV,IAD,118
HSV,IAH,208
HSV,LGA,50
HSV,MEM,178
HSV,ORD,115
HSV,TUS,1
IAD,ABQ,60
IAD,ATL,778
IAD,AUS,83
IAD,BDL,229
IAD,BHM,60
IAD,BNA,26
IAD,BOS,469
IAD,CAE,290
IAD,CHS,232
IAD,CLE,275
IAD,CLT,454
IAD,CVG,130
IAD,DCA,1
IAD,DEN,461
IAD,DFW,151
IAD,DTW,419
IAD,EWR,342
IAD,FLL,136
IAD,GSO,54
IAD,GSP,196
IAD,HSV,117
IAD,IAH,279
IAD,JAX,119
IAD,JFK,155
IAD,LAS,269
IAD,LAX,614
IAD,LGA,208
IAD,LGB,84
IAD,MCI,107
IAD,MCO,642
IAD,MDT,222
IAD,MDW,336
IAD,MHT,55
IAD,MIA,75
IAD,MSP,235
IAD,MSY,95
IAD,MYR,64
IAD,OAK,68
IAD,OKC,17
IAD,ORD,461
IAD,ORF,74
IAD,PDX,61
IAD,PHL,117
IAD,PHX,130
IAD,PIT,175
IAD,PVD,79
IAD,PWM,66
IAD,RDU,268
IAD,ROA,142
IAD,ROC,70
IAD,SAN,210
IAD,SAT,43
IAD,SAV,182
IAD,SEA,180
IAD,SFO,521
IAD,SJC,60
IAD,SJU,114
IAD,SLC,70
IAD,SMF,60
IAD,SPI,60
IAD,STT,43
IAD,SYR,88
IAD,TPA,306
IAD,TUS,17
IAH,ABQ,259
IAH,AEX,57
IAH,AMA,113
IAH,ANC,6
IAH,ATL,601
IAH,AUS,308
IAH,AVL,60
IAH,BDL,6
IAH,BHM,344
IAH,BNA,425
IAH,BOS,141
IAH,BPT,72
IAH,BRO,213
IAH,BTR,277
IAH,BWI,137
IAH,CHA,112
IAH,CHS,5
IAH,CLE,186
IAH,CLL,58
IAH,CLT,558
IAH,CMH,108
IAH,COS,284
IAH,CRP,1
IAH,CRW,113
IAH,CVG,413
IAH,DAL,702
IAH,DAY,115
IAH,DCA,285
IAH,DEN,524
IAH,DFW,588
IAH,DSM,120
IAH,DTW,377
IAH,EGE,31
IAH,ELP,150
IAH,EWR,323
IAH,FLL,155
IAH,GPT,312
IAH,GRK,112
IAH,GRR,115
IAH,GSO,160
IAH,GSP,132
IAH,HDN,31
IAH,HNL,62
IAH,HRL,99
IAH,HSV,208
IAH,IAD,248
IAH,ICT,263
IAH,IND,239
IAH,JAN,300
IAH,JAX,194
IAH,JFK,103
IAH,LAS,228
IAH,LAX,305
IAH,LBB,143
IAH,LCH,186
IAH,LEX,113
IAH,LFT,479
IAH,LGA,301
IAH,LIT,129
IAH,LRD,101
IAH,MAF,127
IAH,MCI,344
IAH,MCO,231
IAH,MEM,479
IAH,MFE,287
IAH,MGM,60
IAH,MIA,240
IAH,MKE,267
IAH,MLU,113
IAH,MOB,243
IAH,MSP,381
IAH,MSY,401
IAH,MTJ,43
IAH,OAK,85
IAH,OKC,379
IAH,OMA,318
IAH,ONT,93
IAH,ORD,599
IAH,ORF,153
IAH,PBI,170
IAH,PDX,99
IAH,PHL,143
IAH,PHX,581
IAH,PIT,219
IAH,PNS,92
IAH,PSP,70
IAH,RDU,252
IAH,RIC,135
IAH,RNO,59
IAH,RSW,111
IAH,SAN,179
IAH,SAT,312
IAH,SAV,134
IAH,SDF,52
IAH,SEA,163
IAH,SFO,245
IAH,SHV,174
IAH,SJC,82
IAH,SJU,59
IAH,SLC,456
IAH,SMF,93
IAH,SNA,152
IAH,STL,149
IAH,TLH,113
IAH,TPA,154
IAH,TUL,196
IAH,TUS,222
IAH,TYS,192
IAH,VPS,109
IAH,XNA,213
ICT,ATL,511
ICT,COS,1
ICT,DEN,284
ICT,DFW,248
ICT,IAH,263
ICT,LAX,98
ICT,MEM,93
ICT,MSP,120
ICT,ORD,514
ICT,PHX,120
ICT,PIA,1
ICT,SGF,1
IDA,DEN,173
IDA,MSP,60
IDA,SLC,349
ILM,ATL,280
ILM,CLT,145
IND,ATL,507
IND,BDL,97
IND,BOS,162
IND,BWI,169
IND,CLE,125
IND,CLT,290
IND,CVG,33
IND,DCA,164
IND,DEN,293
IND,DFW,182
IND,DTW,457
IND,EWR,250
IND,FLL,140
IND,IAH,167
IND,JAX,60
IND,LAS,228
IND,LAX,66
IND,LGA,218
IND,MCI,215
IND,MCO,382
IND,MDW,227
IND,MEM,180
IND,MIA,120
IND,MSP,300
IND,MSY,4
IND,ORD,626
IND,PHL,124
IND,PHX,240
IND,RDU,112
IND,RSW,212
IND,SRQ,60
IND,TPA,260
IPL,LAX,110
IPL,YUM,113
ISP,ATL,110
ISP,BWI,405
ISP,FLL,180
ISP,LAS,60
ISP,MCO,348
ISP,MDW,239
ISP,PBI,180
ISP,RSW,60
ISP,TPA,180
ITO,HNL,1215
ITO,OGG,60
IYK,BFL,1
IYK,LAX,160
JAC,ATL,20
JAC,CVG,6
JAC,DEN,128
JAC,DFW,19
JAC,IDA,1
JAC,LAX,8
JAC,ORD,91
JAC,SLC,225
JAN,ATL,423
JAN,BWI,114
JAN,CVG,62
JAN,DCA,48
JAN,DFW,407
JAN,DTW,114
JAN,EWR,59
JAN,HOU,224
JAN,IAH,300
JAN,MCO,60
JAN,MDW,114
JAN,MEM,122
JAN,ORD,52
JAX,ATL,813
JAX,AUS,57
JAX,BHM,60
JAX,BNA,219
JAX,BOS,108
JAX,BWI,167
JAX,CLT,411
JAX,CVG,212
JAX,DCA,107
JAX,DEN,43
JAX,DFW,120
JAX,DTW,142
JAX,EWR,195
JAX,FLL,348
JAX,HOU,60
JAX,IAD,119
JAX,IAH,194
JAX,IND,60
JAX,JFK,93
JAX,LAX,3
JAX,LGA,219
JAX,MCI,57
JAX,MEM,175
JAX,MSP,60
JAX,MSY,115
JAX,ORD,300
JAX,ORF,114
JAX,PHL,258
JAX,RDU,222
JAX,TPA,165
JFK,ATL,287
JFK,AUS,150
JFK,BDL,158
JFK,BNA,118
JFK,BOS,860
JFK,BQN,62
JFK,BTV,303
JFK,BUF,244
JFK,BUR,116
JFK,BWI,225
JFK,CLE,222
JFK,CLT,255
JFK,CMH,129
JFK,CVG,227
JFK,DCA,535
JFK,DEN,87
JFK,DFW,85
JFK,DTW,305
JFK,FLL,479
JFK,HDN,6
JFK,HOU,90
JFK,HPN,1
JFK,IAD,155
JFK,IAH,103
JFK,IND,6
JFK,JAX,93
JFK,LAS,491
JFK,LAX,940
JFK,LGB,116
JFK,MCO,520
JFK,MIA,237
JFK,MSP,173
JFK,MSY,93
JFK,OAK,83
JFK,ONT,31
JFK,ORD,459
JFK,ORF,2
JFK,PBI,257
JFK,PDX,77
JFK,PHL,108
JFK,PHX,305
JFK,PIT,364
JFK,PSE,31
JFK,PVD,104
JFK,PWM,142
JFK,RDU,581
JFK,RIC,144
JFK,ROC,275
JFK,RSW,200
JFK,SAN,138
JFK,SEA,153
JFK,SFO,835
JFK,SJC,31
JFK,SJU,324
JFK,SLC,197
JFK,SMF,31
JFK,SRQ,62
JFK,STL,154
JFK,STT,45
JFK,SYR,182
JFK,TPA,313
JFK,TUS,31
JNU,ANC,92
JNU,KTN,31
JNU,PSG,31
JNU,SEA,62
JNU,SIT,62
JNU,YAK,31
KOA,DEN,8
KOA,HNL,1481
KOA,LAX,118
KOA,LIH,26
KOA,OAK,4
KOA,OGG,151
KOA,ORD,34
KOA,PHX,75
KOA,SAN,11
KOA,SEA,60
KOA,SFO,120
KOA,SNA,20
KTN,JNU,31
KTN,SEA,93
KTN,SIT,31
KTN,WRG,31
LAN,CVG,111
LAN,DTW,270
LAN,MSP,60
LAN,ORD,250
LAS,ABQ,390
LAS,ALB,60
LAS,AMA,60
LAS,ANC,33
LAS,ATL,657
LAS,AUS,205
LAS,BDL,60
LAS,BFL,29
LAS,BHM,60
LAS,BMI,28
LAS,BNA,231
LAS,BOI,120
LAS,BOS,208
LAS,BUF,60
LAS,BUR,775
LAS,BWI,255
LAS,CAK,26
LAS,CLE,145
LAS,CLT,298
LAS,CMH,239
LAS,COS,25
LAS,CVG,123
LAS,DAY,26
LAS,DCA,61
LAS,DEN,1300
LAS,DFW,610
LAS,DTW,341
LAS,ELP,147
LAS,EUG,29
LAS,EWR,178
LAS,FAT,328
LAS,FLL,124
LAS,FNT,34
LAS,GEG,120
LAS,HNL,120
LAS,HOU,234
LAS,IAD,271
LAS,IAH,227
LAS,IND,228
LAS,ISP,61
LAS,JFK,492
LAS,LAX,2027
LAS,LBB,60
LAS,LGB,93
LAS,LIT,60
LAS,MAF,60
LAS,MCI,344
LAS,MCO,204
LAS,MDW,698
LAS,MEM,67
LAS,MFR,29
LAS,MHT,60
LAS,MIA,82
LAS,MKE,59
LAS,MLI,28
LAS,MRY,14
LAS,MSP,490
LAS,MSY,120
LAS,OAK,968
LAS,OKC,68
LAS,OMA,179
